Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
strad-str02-brown,,,,,,,,,Brown,,,6X9,,,,,SSTR02200300ST,0.0,shopify,0,deny,manual,999.00,1999.00,TRUE,TRUE,,,,,748679577095,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str02_angle_adc6793a-aa1a-4828-bc79-438680baea50.jpg?v=1762562062,4,Strada STR02 Brown Geometric Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str02_5aa810ac-8a26-462b-97c9-1f3eb1a08b00.jpg?v=1762562060,lb,,,
strad-str02-brown,,,,,,,,,Brown,,,8X11 (7′10″ X 10′10″),,,,,SSTR02240343ST,0.0,shopify,0,deny,manual,1199.00,2399.00,TRUE,TRUE,,,,,748679577101,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str02_corner_f839fba0-40c3-4146-af61-b74b3d23daf5.jpg?v=1762562061,5,Strada STR02 Brown Geometric Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str02_5aa810ac-8a26-462b-97c9-1f3eb1a08b00.jpg?v=1762562060,lb,,,
strad-str02-brown,,,,,,,,,Brown,,,8X11 (8′ 6″ X 11′ 7″),,,,,SSTR02260370ST,0.0,shopify,6,deny,manual,1649.00,3299.00,TRUE,TRUE,,,,,748679577118,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str02_5aa810ac-8a26-462b-97c9-1f3eb1a08b00.jpg?v=1762562060,lb,,,
strad-str02-brown,,,,,,,,,Brown,,,10X13,,,,,SSTR02305400ST,0.0,shopify,5,deny,manual,1999.00,3999.00,TRUE,TRUE,,,,,748679577125,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str02_5aa810ac-8a26-462b-97c9-1f3eb1a08b00.jpg?v=1762562060,lb,,,
strad-str01-gold,Strada Str01 Gold/ Blue Geometric Rug,"<p>The Strada Gold Geometric Rug combines timeless design with exceptional craftsmanship.</p><h3>Product Details</h3><ul>
<li>
<strong>Primary Color:</strong> Gold</li>
<li>
<strong>Color Blend:</strong> Gold/ Blue</li>
<li>
<strong>Primary Pattern:</strong> Geometric</li>
<li>
<strong>Secondary Pattern:</strong> Geometric</li>
<li>
<strong>Model:</strong> STRSTR0123X8</li>
<li>
<strong>Country of Origin:</strong> USA</li>
<li>
<strong>Style:</strong> Contemporary</li>
<li>
<strong>Fiber Type:</strong> Nylon/PolyP</li>
<li>
<strong>Back Type:</strong> WOVEN POLYPROPYLENE</li>
<li>
<strong>Weave:</strong> Machine-Woven</li>
<li>
<strong>Pile Type:</strong> Cut Pile</li>
<li>
<strong>Pile Height:</strong> 0.55</li>
</ul>
<p><em>The Strada collection, the latest addition to our best-selling collections, utilizes the same revolutionary weaving technique that has made them so beautiful and unique. Strada focuses on a more contemporary aesthetic, showcasing soft curves and linear forms which evoke a new school of Art Deco vibe.</em></p>",Oriental Weavers,Home & Garden > Decor > Rugs,Contemporary,"Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven",TRUE,Color,Gold,,Size,"Runner 2' 3"" X  8'",,,,,SSTR01068253ST,0.0,shopify,8,deny,manual,279.50,559.00,TRUE,TRUE,,,,,748679576982,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str01_685164a4-2e6e-4d4c-b494-d903ecbd2fba.jpg?v=1762562059,1,Strada STR01 Gold Geometric Rug,FALSE,Oriental Weavers STRADA Contemporary Geometric Machine-Woven Nylon/PolyP Rug,The Strada Gold Geometric Rug combines timeless design with exceptional craftsmanship.,Home & Garden > Decor > Rugs,,,,new,FALSE,Weave: Machine-Woven,,,,,FALSE,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str01_runner_55ed789e-fbd3-4c09-86ca-7688ba5277cd.jpg?v=1762562059,lb,,,active
strad-str01-gold,,,,,,,,,Gold,,,4X6,,,,,SSTR01100170ST,0.0,shopify,2,deny,manual,349.00,699.00,TRUE,TRUE,,,,,748679576999,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str01_runner_55ed789e-fbd3-4c09-86ca-7688ba5277cd.jpg?v=1762562059,2,Strada STR01 Gold Geometric Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str01_685164a4-2e6e-4d4c-b494-d903ecbd2fba.jpg?v=1762562059,lb,,,
strad-str01-gold,,,,,,,,,Gold,,,5X8,,,,,SSTR01160230ST,0.0,shopify,11,deny,manual,599.00,1199.00,TRUE,TRUE,,,,,748679577002,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str01_zoom_0f2fda88-4cbf-4cea-ac1b-759ee204037a.jpg?v=1762562059,3,Strada STR01 Gold Geometric Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str01_685164a4-2e6e-4d4c-b494-d903ecbd2fba.jpg?v=1762562059,lb,,,
strad-str01-gold,,,,,,,,,Gold,,,6X9,,,,,SSTR01200300ST,0.0,shopify,28,deny,manual,999.00,1999.00,TRUE,TRUE,,,,,748679577019,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str01_angle_e72d8fdf-fcef-42d6-9660-3e020d1e6f9b.jpg?v=1762562059,4,Strada STR01 Gold Geometric Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str01_685164a4-2e6e-4d4c-b494-d903ecbd2fba.jpg?v=1762562059,lb,,,
strad-str01-gold,,,,,,,,,Gold,,,8X11 (7′10″ X 10′10″),,,,,SSTR01240343ST,0.0,shopify,38,deny,manual,1199.00,2399.00,TRUE,TRUE,,,,,748679577026,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str01_corner_50059efe-7ff7-4cb1-96b0-b33c4e930991.jpg?v=1762562059,5,Strada STR01 Gold Geometric Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str01_685164a4-2e6e-4d4c-b494-d903ecbd2fba.jpg?v=1762562059,lb,,,
strad-str01-gold,,,,,,,,,Gold,,,8X11 (8′ 6″ X 11′ 7″),,,,,SSTR01260370ST,0.0,shopify,14,deny,manual,1649.00,3299.00,TRUE,TRUE,,,,,748679577033,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str01_685164a4-2e6e-4d4c-b494-d903ecbd2fba.jpg?v=1762562059,lb,,,
strad-str01-gold,,,,,,,,,Gold,,,10X13,,,,,SSTR01305400ST,0.0,shopify,8,deny,manual,1999.00,3999.00,TRUE,TRUE,,,,,748679577040,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str01_685164a4-2e6e-4d4c-b494-d903ecbd2fba.jpg?v=1762562059,lb,,,
plc-10311-blue,Palace 10311 Blue/ Green Oriental Rug,"<p>The Palace Blue Oriental Rug combines timeless design with exceptional craftsmanship.</p><h3>Product Details</h3><ul>
<li>
<strong>Primary Color:</strong> Blue</li>
<li>
<strong>Color Blend:</strong> Blue/ Green</li>
<li>
<strong>Primary Pattern:</strong> Oriental</li>
<li>
<strong>Secondary Pattern:</strong> Oriental</li>
<li>
<strong>Model:</strong> PAL103112X3</li>
<li>
<strong>Country of Origin:</strong> India</li>
<li>
<strong>Style:</strong> Traditional</li>
<li>
<strong>Fiber Type:</strong> Wool</li>
<li>
<strong>Back Type:</strong> KNOTTED WOOL</li>
<li>
<strong>Weave:</strong> Hand-Knotted</li>
<li>
<strong>Pile Type:</strong> Cut Pile</li>
<li>
<strong>Pile Height:</strong> 0.06</li>
</ul>
<p><em>The Palace collection is a beautiful selection of traditional Oushak patterns in modern, yet classic colors. Hand-knotted of the softest wools, Palace delivers an unparallel level of luxury craftsmanship for the most discerning customer.</em></p>",Oriental Weavers,Home & Garden > Decor > Rugs,Traditional,"Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted",TRUE,Color,Blue,,Size,Scatter 2' X  3',,,,,P10311060091ST,0.0,shopify,12,deny,manual,299.50,599.00,TRUE,TRUE,,,,,748679625970,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10311_8x10_bdd76b0b-4942-4e33-a0a6-ea62d4d27160.jpg?v=1762562021,1,Palace 10311 Blue Oriental Rug,FALSE,Oriental Weavers PALACE Traditional Oriental Hand-Knotted Wool Rug,The Palace Blue Oriental Rug combines timeless design with exceptional craftsmanship.,Home & Garden > Decor > Rugs,,,,new,FALSE,Weave: Hand-Knotted,,,,,FALSE,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10311_8x10_bdd76b0b-4942-4e33-a0a6-ea62d4d27160.jpg?v=1762562021,lb,,,active
plc-10311-blue,,,,,,,,,Blue,,,"Runner 2' 6"" X 10'",,,,,P10311076305ST,0.0,shopify,9,deny,manual,1299.00,2599.00,TRUE,TRUE,,,,,748679625987,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10311_runner_edb38bd7-6b11-44ab-983e-3fb6ce7402ca.jpg?v=1762562020,2,Palace 10311 Blue Oriental Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10311_runner_edb38bd7-6b11-44ab-983e-3fb6ce7402ca.jpg?v=1762562020,lb,,,
plc-10311-blue,,,,,,,,,Blue,,,6X9,,,,,P10311183275ST,0.0,shopify,10,deny,manual,2699.00,5399.00,TRUE,TRUE,,,,,748679625994,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10311_corner_13c726bd-203f-4acb-a321-97785f0d0dd3.jpg?v=1762562021,3,Palace 10311 Blue Oriental Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10311_8x10_bdd76b0b-4942-4e33-a0a6-ea62d4d27160.jpg?v=1762562021,lb,,,
plc-10311-blue,,,,,,,,,Blue,,,8X11 (8′ X 10′),,,,,P10311244305ST,0.0,shopify,17,deny,manual,3899.00,7799.00,TRUE,TRUE,,,,,748679626007,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10311_8x10_bdd76b0b-4942-4e33-a0a6-ea62d4d27160.jpg?v=1762562021,lb,,,
plc-10311-blue,,,,,,,,,Blue,,,8X11 (9′ X 12′),,,,,P10311275366ST,0.0,shopify,17,deny,manual,5299.00,10599.00,TRUE,TRUE,,,,,748679626014,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10311_8x10_bdd76b0b-4942-4e33-a0a6-ea62d4d27160.jpg?v=1762562021,lb,,,
plc-10311-blue,,,,,,,,,Blue,,,10X13,,,,,P10311305427ST,0.0,shopify,2,deny,manual,6899.00,13799.00,TRUE,TRUE,,,,,748679626021,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10311_8x10_bdd76b0b-4942-4e33-a0a6-ea62d4d27160.jpg?v=1762562021,lb,,,
plc-10310-beige,Palace 10310 Beige/ Multi Oriental Rug,"<p>The Palace Beige Oriental Rug combines timeless design with exceptional craftsmanship.</p><h3>Product Details</h3><ul>
<li>
<strong>Primary Color:</strong> Beige</li>
<li>
<strong>Color Blend:</strong> Beige/ Multi</li>
<li>
<strong>Primary Pattern:</strong> Oriental</li>
<li>
<strong>Secondary Pattern:</strong> Oriental</li>
<li>
<strong>Model:</strong> PAL103102X3</li>
<li>
<strong>Country of Origin:</strong> India</li>
<li>
<strong>Style:</strong> Traditional</li>
<li>
<strong>Fiber Type:</strong> Wool</li>
<li>
<strong>Back Type:</strong> KNOTTED WOOL</li>
<li>
<strong>Weave:</strong> Hand-Knotted</li>
<li>
<strong>Pile Type:</strong> Cut Pile</li>
<li>
<strong>Pile Height:</strong> 0.06</li>
</ul>
<p><em>The Palace collection is a beautiful selection of traditional Oushak patterns in modern, yet classic colors. Hand-knotted of the softest wools, Palace delivers an unparallel level of luxury craftsmanship for the most discerning customer.</em></p>",Oriental Weavers,Home & Garden > Decor > Rugs,Traditional,"Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted",TRUE,Color,Beige,,Size,Scatter 2' X  3',,,,,P10310060091ST,0.0,shopify,22,deny,manual,299.50,599.00,TRUE,TRUE,,,,,748679625918,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10310_8x10_1a7ce6f1-73ca-48fc-8f71-b6dbf98d6be8.jpg?v=1762562019,1,Palace 10310 Beige Oriental Rug,FALSE,Oriental Weavers PALACE Traditional Oriental Hand-Knotted Wool Rug,The Palace Beige Oriental Rug combines timeless design with exceptional craftsmanship.,Home & Garden > Decor > Rugs,,,,new,FALSE,Weave: Hand-Knotted,,,,,FALSE,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10310_8x10_1a7ce6f1-73ca-48fc-8f71-b6dbf98d6be8.jpg?v=1762562019,lb,,,active
plc-10310-beige,,,,,,,,,Beige,,,"Runner 2' 6"" X 10'",,,,,P10310076305ST,0.0,shopify,20,deny,manual,1299.00,2599.00,TRUE,TRUE,,,,,748679625925,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10310_runner_9acd5442-a92d-464d-ad0c-5385d77baa5b.jpg?v=1762562018,2,Palace 10310 Beige Oriental Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10310_runner_9acd5442-a92d-464d-ad0c-5385d77baa5b.jpg?v=1762562018,lb,,,
plc-10310-beige,,,,,,,,,Beige,,,6X9,,,,,P10310183275ST,0.0,shopify,7,deny,manual,2699.00,5399.00,TRUE,TRUE,,,,,748679625932,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10310_corner_3db36ea9-4f10-432e-9302-105128142662.jpg?v=1762562019,3,Palace 10310 Beige Oriental Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10310_8x10_1a7ce6f1-73ca-48fc-8f71-b6dbf98d6be8.jpg?v=1762562019,lb,,,
plc-10310-beige,,,,,,,,,Beige,,,8X11 (8′ X 10′),,,,,P10310244305ST,0.0,shopify,10,deny,manual,3899.00,7799.00,TRUE,TRUE,,,,,748679625949,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10310_8x10_1a7ce6f1-73ca-48fc-8f71-b6dbf98d6be8.jpg?v=1762562019,lb,,,
plc-10310-beige,,,,,,,,,Beige,,,8X11 (9′ X 12′),,,,,P10310275366ST,0.0,shopify,14,deny,manual,5299.00,10599.00,TRUE,TRUE,,,,,748679625956,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10310_8x10_1a7ce6f1-73ca-48fc-8f71-b6dbf98d6be8.jpg?v=1762562019,lb,,,
plc-10310-beige,,,,,,,,,Beige,,,10X13,,,,,P10310305427ST,0.0,shopify,6,deny,manual,6899.00,13799.00,TRUE,TRUE,,,,,748679625963,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10310_8x10_1a7ce6f1-73ca-48fc-8f71-b6dbf98d6be8.jpg?v=1762562019,lb,,,
plc-10309-grey,Palace 10309 Grey/ Multi Oriental Rug,"<p>The Palace Grey Oriental Rug combines timeless design with exceptional craftsmanship.</p><h3>Product Details</h3><ul>
<li>
<strong>Primary Color:</strong> Grey</li>
<li>
<strong>Color Blend:</strong> Grey/ Multi</li>
<li>
<strong>Primary Pattern:</strong> Oriental</li>
<li>
<strong>Secondary Pattern:</strong> Oriental</li>
<li>
<strong>Model:</strong> PAL103092X3</li>
<li>
<strong>Country of Origin:</strong> India</li>
<li>
<strong>Style:</strong> Traditional</li>
<li>
<strong>Fiber Type:</strong> Wool</li>
<li>
<strong>Back Type:</strong> KNOTTED WOOL</li>
<li>
<strong>Weave:</strong> Hand-Knotted</li>
<li>
<strong>Pile Type:</strong> Cut Pile</li>
<li>
<strong>Pile Height:</strong> 0.06</li>
</ul>
<p><em>The Palace collection is a beautiful selection of traditional Oushak patterns in modern, yet classic colors. Hand-knotted of the softest wools, Palace delivers an unparallel level of luxury craftsmanship for the most discerning customer.</em></p>",Oriental Weavers,Home & Garden > Decor > Rugs,Traditional,"Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted",TRUE,Color,Grey,,Size,Scatter 2' X  3',,,,,P10309060091ST,0.0,shopify,21,deny,manual,299.50,599.00,TRUE,TRUE,,,,,748679625857,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10309_8x10_01775af8-0d20-4c6a-a94c-2720689904f2.jpg?v=1762562017,1,Palace 10309 Grey Oriental Rug,FALSE,Oriental Weavers PALACE Traditional Oriental Hand-Knotted Wool Rug,The Palace Grey Oriental Rug combines timeless design with exceptional craftsmanship.,Home & Garden > Decor > Rugs,,,,new,FALSE,Weave: Hand-Knotted,,,,,FALSE,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10309_8x10_01775af8-0d20-4c6a-a94c-2720689904f2.jpg?v=1762562017,lb,,,active
plc-10309-grey,,,,,,,,,Grey,,,"Runner 2' 6"" X 10'",,,,,P10309076305ST,0.0,shopify,25,deny,manual,1299.00,2599.00,TRUE,TRUE,,,,,748679625864,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10309_runner_10b50ebb-0b1d-484e-9c54-26985efe379b.jpg?v=1762562017,2,Palace 10309 Grey Oriental Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10309_runner_10b50ebb-0b1d-484e-9c54-26985efe379b.jpg?v=1762562017,lb,,,
plc-10309-grey,,,,,,,,,Grey,,,6X9,,,,,P10309183275ST,0.0,shopify,12,deny,manual,2699.00,5399.00,TRUE,TRUE,,,,,748679625871,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10309_corner_d8120a41-e993-49be-abd2-5a04990925ff.jpg?v=1762562017,3,Palace 10309 Grey Oriental Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10309_8x10_01775af8-0d20-4c6a-a94c-2720689904f2.jpg?v=1762562017,lb,,,
plc-10309-grey,,,,,,,,,Grey,,,8X11 (8′ X 10′),,,,,P10309244305ST,0.0,shopify,13,deny,manual,3899.00,7799.00,TRUE,TRUE,,,,,748679625888,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10309_8x10_01775af8-0d20-4c6a-a94c-2720689904f2.jpg?v=1762562017,lb,,,
plc-10309-grey,,,,,,,,,Grey,,,8X11 (9′ X 12′),,,,,P10309275366ST,0.0,shopify,13,deny,manual,5299.00,10599.00,TRUE,TRUE,,,,,748679625895,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10309_8x10_01775af8-0d20-4c6a-a94c-2720689904f2.jpg?v=1762562017,lb,,,
plc-10309-grey,,,,,,,,,Grey,,,10X13,,,,,P10309305427ST,0.0,shopify,6,deny,manual,6899.00,13799.00,TRUE,TRUE,,,,,748679625901,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10309_8x10_01775af8-0d20-4c6a-a94c-2720689904f2.jpg?v=1762562017,lb,,,
plc-10308-beige,Palace 10308 Beige/ Green Floral Oriental Rug,"<p>The Palace Beige Floral Rug combines timeless design with exceptional craftsmanship.</p><h3>Product Details</h3><ul>
<li>
<strong>Primary Color:</strong> Beige</li>
<li>
<strong>Color Blend:</strong> Beige/ Green</li>
<li>
<strong>Primary Pattern:</strong> Floral</li>
<li>
<strong>Secondary Pattern:</strong> Oriental</li>
<li>
<strong>Model:</strong> PAL103082X3</li>
<li>
<strong>Country of Origin:</strong> India</li>
<li>
<strong>Style:</strong> Traditional</li>
<li>
<strong>Fiber Type:</strong> Wool</li>
<li>
<strong>Back Type:</strong> KNOTTED WOOL</li>
<li>
<strong>Weave:</strong> Hand-Knotted</li>
<li>
<strong>Pile Type:</strong> Cut Pile</li>
<li>
<strong>Pile Height:</strong> 0.06</li>
</ul>
<p><em>The Palace collection is a beautiful selection of traditional Oushak patterns in modern, yet classic colors. Hand-knotted of the softest wools, Palace delivers an unparallel level of luxury craftsmanship for the most discerning customer.</em></p>",Oriental Weavers,Home & Garden > Decor > Rugs,Traditional,"Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted",TRUE,Color,Beige,,Size,Scatter 2' X  3',,,,,P10308060091ST,0.0,shopify,6,deny,manual,299.50,599.00,TRUE,TRUE,,,,,748679625796,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10308_8x10_19280a64-b1f6-4de2-8dd0-e39d26bbc62c.jpg?v=1762562015,1,Palace 10308 Beige Floral Rug,FALSE,Oriental Weavers PALACE Traditional Floral Oriental Hand-Knotted Wool Rug,The Palace Beige Floral Rug combines timeless design with exceptional craftsmanship.,Home & Garden > Decor > Rugs,,,,new,FALSE,Weave: Hand-Knotted,,,,,FALSE,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10308_8x10_19280a64-b1f6-4de2-8dd0-e39d26bbc62c.jpg?v=1762562015,lb,,,active
plc-10308-beige,,,,,,,,,Beige,,,"Runner 2' 6"" X 10'",,,,,P10308076305ST,0.0,shopify,10,deny,manual,1299.00,2599.00,TRUE,TRUE,,,,,748679625802,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10308_runner_4d1ce5bb-0365-4b1f-82b8-9e096c34edc9.jpg?v=1762562015,2,Palace 10308 Beige Floral Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10308_runner_4d1ce5bb-0365-4b1f-82b8-9e096c34edc9.jpg?v=1762562015,lb,,,
plc-10308-beige,,,,,,,,,Beige,,,6X9,,,,,P10308183275ST,0.0,shopify,6,deny,manual,2699.00,5399.00,TRUE,TRUE,,,,,748679625819,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10308_corner_f123fc82-1085-4633-b21c-d85aa5e63eed.jpg?v=1762562016,3,Palace 10308 Beige Floral Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10308_8x10_19280a64-b1f6-4de2-8dd0-e39d26bbc62c.jpg?v=1762562015,lb,,,
plc-10308-beige,,,,,,,,,Beige,,,8X11 (8′ X 10′),,,,,P10308244305ST,0.0,shopify,17,deny,manual,3899.00,7799.00,TRUE,TRUE,,,,,748679625826,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10308_8x10_19280a64-b1f6-4de2-8dd0-e39d26bbc62c.jpg?v=1762562015,lb,,,
plc-10308-beige,,,,,,,,,Beige,,,8X11 (9′ X 12′),,,,,P10308275366ST,0.0,shopify,16,deny,manual,5299.00,10599.00,TRUE,TRUE,,,,,748679625833,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10308_8x10_19280a64-b1f6-4de2-8dd0-e39d26bbc62c.jpg?v=1762562015,lb,,,
plc-10308-beige,,,,,,,,,Beige,,,10X13,,,,,P10308305427ST,0.0,shopify,3,deny,manual,6899.00,13799.00,TRUE,TRUE,,,,,748679625840,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10308_8x10_19280a64-b1f6-4de2-8dd0-e39d26bbc62c.jpg?v=1762562015,lb,,,
plc-10307-beige,Palace 10307 Beige/ Grey Oriental Rug,"<p>The Palace Beige Oriental Rug combines timeless design with exceptional craftsmanship.</p><h3>Product Details</h3><ul>
<li>
<strong>Primary Color:</strong> Beige</li>
<li>
<strong>Color Blend:</strong> Beige/ Grey</li>
<li>
<strong>Primary Pattern:</strong> Oriental</li>
<li>
<strong>Secondary Pattern:</strong> Oriental</li>
<li>
<strong>Model:</strong> PAL103072X3</li>
<li>
<strong>Country of Origin:</strong> India</li>
<li>
<strong>Style:</strong> Traditional</li>
<li>
<strong>Fiber Type:</strong> Wool</li>
<li>
<strong>Back Type:</strong> KNOTTED WOOL</li>
<li>
<strong>Weave:</strong> Hand-Knotted</li>
<li>
<strong>Pile Type:</strong> Cut Pile</li>
<li>
<strong>Pile Height:</strong> 0.06</li>
</ul>
<p><em>The Palace collection is a beautiful selection of traditional Oushak patterns in modern, yet classic colors. Hand-knotted of the softest wools, Palace delivers an unparallel level of luxury craftsmanship for the most discerning customer.</em></p>",Oriental Weavers,Home & Garden > Decor > Rugs,Traditional,"Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted",TRUE,Color,Beige,,Size,Scatter 2' X  3',,,,,P10307060091ST,0.0,shopify,7,deny,manual,299.50,599.00,TRUE,TRUE,,,,,748679460649,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10307_da024bea-b2b2-4a5d-892e-dd41d30be960.jpg?v=1762562014,1,Palace 10307 Beige Oriental Rug,FALSE,Oriental Weavers PALACE Traditional Oriental Hand-Knotted Wool Rug,The Palace Beige Oriental Rug combines timeless design with exceptional craftsmanship.,Home & Garden > Decor > Rugs,,,,new,FALSE,Weave: Hand-Knotted,,,,,FALSE,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10307_da024bea-b2b2-4a5d-892e-dd41d30be960.jpg?v=1762562014,lb,,,active
