handle,title,image_url,min_price,max_price,sizes,size_categories,shapes,colors,styles,usages,tags,is_rug_pad,embedding_text
myers-myp11-beige,Myers Park Myp11 Beige/ Grey Abstract Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/myers_park_myp11_241bca95-3cab-4972-b14c-97a770aaff2a.jpg?v=1762561990,129.5,699.5,[],[],['rectangle'],"['beige', 'grey']","['abstract', 'contemporary']",[],"Category: Contemporary/Casual, Collection: MYERS, Fiber Type: Polyester, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven",False,"Myers Park Myp11 Beige/ Grey Abstract Rug beige grey abstract contemporary Category: Contemporary/Casual, Collection: MYERS, Fiber Type: Polyester, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven"
myers-myp12-grey,Myers Park Myp12 Grey/ Blue Abstract Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/myers_park_myp12_a7a8b872-e0b5-4b4f-bfe0-a1f560bfcba1.jpg?v=1762561993,129.5,699.5,[],[],['rectangle'],"['blue', 'grey']","['abstract', 'contemporary']",[],"Category: Contemporary/Casual, Collection: MYERS, Fiber Type: Polyester, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven",False,"Myers Park Myp12 Grey/ Blue Abstract Rug blue grey abstract contemporary Category: Contemporary/Casual, Collection: MYERS, Fiber Type: Polyester, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven"
myers-myp17-grey,Myers Park Myp17 Grey/ Charcoal Animal Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/myers_park_myp17_5ee50938-9a6e-4634-a13e-759098c81926.jpg?v=1762561998,129.5,699.5,[],[],['rectangle'],"['charcoal', 'grey']",['modern'],[],"Category: Casual/Casual, Collection: MYERS, Fiber Type: Polyester, Shape: Runner, Style Type: Casual, Weave: Machine-Woven",False,"Myers Park Myp17 Grey/ Charcoal Animal Geometric Rug charcoal grey modern Category: Casual/Casual, Collection: MYERS, Fiber Type: Polyester, Shape: Runner, Style Type: Casual, Weave: Machine-Woven"
myers-myp18-beige,Myers Park Myp18 Beige/ Grey Animal Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/myers_park_myp18_535523cc-eb93-40b1-9277-8d1d4c75eb6f.jpg?v=1762562000,129.5,699.5,[],[],['rectangle'],"['beige', 'grey']",['modern'],[],"Category: Casual/Casual, Collection: MYERS, Fiber Type: Polyester, Shape: Runner, Style Type: Casual, Weave: Machine-Woven",False,"Myers Park Myp18 Beige/ Grey Animal Geometric Rug beige grey modern Category: Casual/Casual, Collection: MYERS, Fiber Type: Polyester, Shape: Runner, Style Type: Casual, Weave: Machine-Woven"
myers-myp19-grey,Myers Park Myp19 Grey/ Charcoal Animal Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/myers_park_myp19_265d35ca-3812-4907-a50f-5e7196eb7d0e.jpg?v=1762562004,129.5,699.5,[],[],['rectangle'],"['charcoal', 'grey']",['modern'],[],"Category: Casual/Casual, Collection: MYERS, Fiber Type: Polyester, Shape: Runner, Style Type: Casual, Weave: Machine-Woven",False,"Myers Park Myp19 Grey/ Charcoal Animal Geometric Rug charcoal grey modern Category: Casual/Casual, Collection: MYERS, Fiber Type: Polyester, Shape: Runner, Style Type: Casual, Weave: Machine-Woven"
outgr-0007c-brown,PadPadOutdoor 0007C Brown Rug Pad,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0007c.jpg?v=1762214076,7.6,79.6,[],[],['rectangle'],"['brown', 'tan']",[],['outdoor'],"Category: Rug Pad/Rug Pad, Collection: OUTGR, Fiber Type: Polyester, Non-Slip, Rug Pad, Shape: Rectangle, Style Type: Rug Pad, Weave: Machine-Woven",True,"PadPadOutdoor 0007C Brown Rug Pad brown tan outdoor Category: Rug Pad/Rug Pad, Collection: OUTGR, Fiber Type: Polyester, Non-Slip, Rug Pad, Shape: Rectangle, Style Type: Rug Pad, Weave: Machine-Woven"
plc-10301-beige,Palace 10301 Beige/ Grey Oriental Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10301_52882c27-d023-4858-ae91-1603ab077fc4.jpg?v=1762562005,299.5,6899.0,[],[],['rectangle'],"['beige', 'tan', 'grey']",['traditional'],[],"Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted",False,"Palace 10301 Beige/ Grey Oriental Rug beige tan grey traditional Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted"
plc-10302-brown,Palace 10302 Brown/ Beige Oriental Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10302_0fe6e336-4ff7-4bcf-a7b4-ac5f6e9cc670.jpg?v=1762562007,1299.0,6899.0,[],[],['rectangle'],"['brown', 'beige']",['traditional'],[],"Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Runner, Style Type: Traditional, Weave: Hand-Knotted",False,"Palace 10302 Brown/ Beige Oriental Rug brown beige traditional Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Runner, Style Type: Traditional, Weave: Hand-Knotted"
plc-10305-grey,Palace 10305 Grey/ Beige Oriental Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10305_3734847b-de6c-483a-907f-c612241a030f.jpg?v=1762562010,299.5,6899.0,[],[],['rectangle'],"['beige', 'tan', 'grey']",['traditional'],[],"Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted",False,"Palace 10305 Grey/ Beige Oriental Rug beige tan grey traditional Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted"
plc-10306-red,Palace 10306 Red/ Grey Oriental Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10306_db08ee6f-d440-4735-868c-a250561fdff6.jpg?v=1762562012,299.5,6899.0,[],[],['rectangle'],"['red', 'tan', 'grey']",['traditional'],[],"Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted",False,"Palace 10306 Red/ Grey Oriental Rug red tan grey traditional Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted"
plc-10307-beige,Palace 10307 Beige/ Grey Oriental Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10307_da024bea-b2b2-4a5d-892e-dd41d30be960.jpg?v=1762562014,299.5,6899.0,[],[],['rectangle'],"['beige', 'tan', 'grey']",['traditional'],[],"Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted",False,"Palace 10307 Beige/ Grey Oriental Rug beige tan grey traditional Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted"
plc-10308-beige,Palace 10308 Beige/ Green Floral Oriental Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10308_8x10_19280a64-b1f6-4de2-8dd0-e39d26bbc62c.jpg?v=1762562015,299.5,6899.0,[],[],['rectangle'],"['beige', 'tan', 'green']",['traditional'],[],"Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted",False,"Palace 10308 Beige/ Green Floral Oriental Rug beige tan green traditional Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted"
plc-10309-grey,Palace 10309 Grey/ Multi Oriental Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10309_8x10_01775af8-0d20-4c6a-a94c-2720689904f2.jpg?v=1762562017,299.5,6899.0,[],[],['rectangle'],"['multi', 'tan', 'grey']",['traditional'],[],"Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted",False,"Palace 10309 Grey/ Multi Oriental Rug multi tan grey traditional Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted"
plc-10310-beige,Palace 10310 Beige/ Multi Oriental Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10310_8x10_1a7ce6f1-73ca-48fc-8f71-b6dbf98d6be8.jpg?v=1762562019,299.5,6899.0,[],[],['rectangle'],"['beige', 'multi', 'tan']",['traditional'],[],"Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted",False,"Palace 10310 Beige/ Multi Oriental Rug beige multi tan traditional Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted"
plc-10311-blue,Palace 10311 Blue/ Green Oriental Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10311_8x10_bdd76b0b-4942-4e33-a0a6-ea62d4d27160.jpg?v=1762562021,299.5,6899.0,[],[],['rectangle'],"['blue', 'tan', 'green']",['traditional'],[],"Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted",False,"Palace 10311 Blue/ Green Oriental Rug blue tan green traditional Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted"
strad-str01-gold,Strada Str01 Gold/ Blue Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str01_685164a4-2e6e-4d4c-b494-d903ecbd2fba.jpg?v=1762562059,279.5,1999.0,[],[],['rectangle'],"['gold', 'blue']","['modern', 'contemporary']",[],"Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven",False,"Strada Str01 Gold/ Blue Geometric Rug gold blue modern contemporary Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven"
strad-str02-brown,Strada Str02 Brown/ Beige Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str02_5aa810ac-8a26-462b-97c9-1f3eb1a08b00.jpg?v=1762562060,279.5,1999.0,[],[],['rectangle'],"['brown', 'beige']","['modern', 'contemporary']",[],"Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven",False,"Strada Str02 Brown/ Beige Geometric Rug brown beige modern contemporary Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven"
strad-str03-blue,Strada Str03 Blue/ Grey Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str03_b7ce5ddf-c6b0-4fb0-b75a-c4fe5dba8bc9.jpg?v=1762562062,279.5,1999.0,[],[],['rectangle'],"['blue', 'grey']","['modern', 'contemporary']",[],"Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven",False,"Strada Str03 Blue/ Grey Geometric Rug blue grey modern contemporary Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven"
strad-str04-multi,Strada Str04 Multi/ Multi Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str04_9d4ebc7d-715d-4422-a553-9d21c59f8236.jpg?v=1762562065,279.5,1999.0,[],[],['rectangle'],['multi'],"['modern', 'contemporary']",[],"Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven",False,"Strada Str04 Multi/ Multi Geometric Rug multi modern contemporary Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven"
strad-str05-green,Strada Str05 Green/ Beige Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str05_bf368ef8-dbf8-4145-a6ab-84666b9b97a5.jpg?v=1762562066,279.5,1999.0,[],[],['rectangle'],"['beige', 'green']","['modern', 'contemporary']",[],"Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven",False,"Strada Str05 Green/ Beige Geometric Rug beige green modern contemporary Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven"
strad-str06-charcoal,Strada Str06 Charcoal/ Grey Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str06_d0442bef-c4a4-40fc-87db-d66d74e8b11f.jpg?v=1762562068,279.5,1999.0,[],[],['rectangle'],"['charcoal', 'grey']","['modern', 'contemporary']",[],"Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven",False,"Strada Str06 Charcoal/ Grey Geometric Rug charcoal grey modern contemporary Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven"
strad-str07-beige,Strada Str07 Beige/ Multi Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str07_b0c7644b-301c-4f7d-ba16-fbf6861b21da.jpg?v=1762562070,279.5,1999.0,[],[],['rectangle'],"['beige', 'multi']","['modern', 'contemporary']",[],"Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven",False,"Strada Str07 Beige/ Multi Geometric Rug beige multi modern contemporary Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven"
strad-str08-blue,Strada Str08 Blue/ Purple Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str08_7506122a-0219-488a-891a-de418001dbac.jpg?v=1762562072,279.5,1999.0,[],[],['rectangle'],['blue'],"['modern', 'contemporary']",[],"Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven",False,"Strada Str08 Blue/ Purple Geometric Rug blue modern contemporary Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven"
strad-str09-gold,Strada Str09 Gold/ Blue Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str09_84c49af1-00d7-48c3-b44a-e9665f1cf5f2.jpg?v=1762562074,279.5,1999.0,[],[],['rectangle'],"['gold', 'blue']","['modern', 'contemporary']",[],"Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven",False,"Strada Str09 Gold/ Blue Geometric Rug gold blue modern contemporary Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven"
strad-str10-gold,Strada Str10 Gold/ Multi Geometric Rug,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/strada_str10_09979025-a7e1-4d7e-ae1e-060372fb98aa.jpg?v=1762562076,279.5,1999.0,[],[],['rectangle'],"['gold', 'multi']","['modern', 'contemporary']",[],"Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven",False,"Strada Str10 Gold/ Multi Geometric Rug gold multi modern contemporary Category: Contemporary/Contemporary, Collection: STRAD, Fiber Type: Nylon/PolyP, Shape: Runner, Style Type: Contemporary, Weave: Machine-Woven"
sureg-0001c-beige,Padlock 0001C Beige Rug Pad,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0001c.jpg?v=1762214078,7.6,83.6,[],[],['rectangle'],"['beige', 'tan']",[],[],"Category: Rug Pad/Rug Pad, Collection: SUREG, Fiber Type: Polyester, Non-Slip, Rug Pad, Shape: Rectangle, Style Type: Rug Pad, Weave: Machine-Woven",True,"Padlock 0001C Beige Rug Pad beige tan Category: Rug Pad/Rug Pad, Collection: SUREG, Fiber Type: Polyester, Non-Slip, Rug Pad, Shape: Rectangle, Style Type: Rug Pad, Weave: Machine-Woven"
ultrg-0003c-beige,Gripguard 0003C Beige Rug Pad,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0003c.jpg?v=1762214079,11.6,227.6,[],[],['rectangle'],"['beige', 'tan']",[],[],"Category: Rug Pad/Rug Pad, Collection: ULTRG, Fiber Type: Polyester, Non-Slip, Rug Pad, Shape: Rectangle, Style Type: Rug Pad, Weave: Machine-Woven",True,"Gripguard 0003C Beige Rug Pad beige tan Category: Rug Pad/Rug Pad, Collection: ULTRG, Fiber Type: Polyester, Non-Slip, Rug Pad, Shape: Rectangle, Style Type: Rug Pad, Weave: Machine-Woven"
